"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000177666",2639.57019969705,1.13999461547859,0.0960966722705089,11.8629978389839,1.84257652184368e-32,1.55032341240681e-29,"PNPLA2"
"ENSG00000164125",7257.00808055341,1.0248524852677,0.086604539952387,11.8337039355112,2.61349314576775e-32,2.08322914171856e-29,"GASK1B"
"ENSG00000198624",2020.04495478061,2.81410138992209,0.240617017729745,11.6953547860975,1.34623406053805e-31,1.01943574234244e-28,"CCDC69"
"ENSG00000123562",5008.55293511073,1.00454516881879,0.0890432106357117,11.2815470337039,1.61873953551982e-29,1.16741953644989e-26,"MORF4L2"
"ENSG00000144369",1283.77979687001,-1.30900391613546,0.117172542155284,-11.1715926961855,5.61646483588105e-29,3.86642545179175e-26,"FAM171B"
"ENSG00000196517",241.91536257078,-2.34569143562611,0.210498178621293,-11.1435236684221,7.70108369800542e-29,5.07099620027357e-26,"SLC6A9"
"ENSG00000135821",19973.4000047829,3.04139431082022,0.275986922698852,11.0200667519993,3.05832197993016e-28,1.92992859941843e-25,"GLUL"
"ENSG00000164647",1885.61489540935,1.54719051629029,0.142645376455342,10.8464119534549,2.07408275021483e-27,1.25647933008014e-24,"STEAP1"
"ENSG00000157150",194.419230565533,2.90878358165784,0.268519421207162,10.8326748530182,2.41010306072909e-27,1.4038850328747e-24,"TIMP4"
"ENSG00000276600",308.766133363223,-1.76082972077217,0.163014965752035,-10.8016445769194,3.38092899232162e-27,1.89645072550781e-24,"RAB7B"
"ENSG00000163697",2417.25697073947,0.917525132491448,0.0859935495195509,10.6696971763312,1.41085431817818e-26,7.63121023171732e-24,"APBB2"
"ENSG00000116285",3268.63191573428,2.44021976886152,0.22939172724903,10.6377845361982,1.98800030831115e-26,1.03821602308181e-23,"ERRFI1"
"ENSG00000181467",614.694820343917,-1.26188940273602,0.118727305731595,-10.6284682782978,2.19690930428643e-26,1.10907304711393e-23,"RAP2B"
"ENSG00000183044",534.26813589931,1.0062862582165,0.095135408482503,10.5774103908071,3.79296699456192e-26,1.85304790750453e-23,"ABAT"
"ENSG00000162692",501.804184764929,-3.53333363622937,0.33432167478322,-10.5686645609216,4.163814299237e-26,1.97065523631076e-23,"VCAM1"
"ENSG00000163884",574.142864572113,4.53724575183317,0.431686933142825,10.5105005583572,7.72822595265138e-26,3.54678733493652e-23,"KLF15"
"ENSG00000273259",2004.06797116422,3.36549829706487,0.323425784549171,10.4057822778604,2.33331671743092e-25,1.03935534369092e-22,NA
"ENSG00000110756",990.645486606917,1.49026631197888,0.147034077371593,10.1355164640684,3.84337164444581e-24,1.66308181586091e-21,"HPS5"
"ENSG00000119138",1717.46623459215,2.1278754711662,0.211771523708492,10.0479773385173,9.37723131027599e-24,3.94494911650361e-21,"KLF9"
"ENSG00000077684",1762.18309743193,1.18958341875538,0.118712628996643,10.0206981246201,1.23626580829522e-23,5.06033666665708e-21,"JADE1"
"ENSG00000103502",3348.30312527958,0.839753190615662,0.0839424644232915,10.0039139473091,1.4649017522473e-23,5.83840448362772e-21,"CDIPT"
"ENSG00000166482",27413.4128904298,-0.949287525114023,0.0953712355349931,-9.95360414268425,2.43211869820985e-23,9.4447276113816e-21,"MFAP4"
"ENSG00000185950",2275.98209759502,2.16650969184437,0.219960930787357,9.84952047661047,6.88717749480238e-23,2.60765757896955e-20,"IRS2"
"ENSG00000165995",513.109573436338,3.00661377770504,0.30589915325926,9.82877443651122,8.46425286187561e-23,3.12661242910015e-20,"CACNB2"
"ENSG00000103196",3096.15933899728,2.6260341339809,0.267444466152895,9.81898848667755,9.32747411485063e-23,3.36344274927173e-20,"CRISPLD2"
"ENSG00000211445",12537.1799334237,3.77018283681169,0.385566267211623,9.77830053463256,1.3953371060041e-22,4.91450708614699e-20,"GPX3"
"ENSG00000157510",502.245335458258,1.82248134991085,0.188087064598491,9.6895624045242,3.33956428589159e-22,1.14949320704155e-19,"AFAP1L1"
"ENSG00000221869",1996.6227385359,1.51593633967709,0.157733402465397,9.61075026584591,7.20222578094137e-22,2.42394909894127e-19,"CEBPD"
"ENSG00000197043",14235.8891385396,0.954687034787267,0.0993763036994516,9.6067875262756,7.48477597047401e-22,2.46428113201802e-19,"ANXA6"
"ENSG00000139289",2896.74376144142,-1.07092674043798,0.112150875743872,-9.54898241618498,1.30976409595048e-21,4.2205057942915e-19,"PHLDA1"
"ENSG00000131389",738.395170724894,-1.96399623593045,0.205870139475883,-9.53997622448072,1.42865064112619e-21,4.50769040830337e-19,"SLC6A6"
"ENSG00000158246",70.9156124341666,2.34457681548735,0.246791862237303,9.50021931125475,2.09448720746445e-21,6.47367525654064e-19,"TENT5B"
"ENSG00000145777",152.344620594276,-2.71541789405859,0.288513325818986,-9.411759010959,4.87902293710742e-21,1.47785604764984e-18,"TSLP"
"ENSG00000181061",2495.79383552303,1.26971880200892,0.135482316303022,9.37184155583116,7.12778606806197e-21,2.11667294119213e-18,"HIGD1A"
"ENSG00000157214",3042.42442776058,1.99782068360085,0.213879636099095,9.34086442280655,9.55507888680279e-21,2.78291672578131e-18,"STEAP2"
"ENSG00000108821",102624.279264829,-1.27736599026778,0.137394490448066,-9.29706850763865,1.44371201613512e-20,4.0490774971049e-18,"COL1A1"
"ENSG00000151726",1467.32301351221,1.57907014957768,0.169817288262875,9.29864188582081,1.42251016050504e-20,4.0490774971049e-18,"ACSL1"
"ENSG00000124766",1291.40790053461,-2.33654823415134,0.251612330204143,-9.28630259198984,1.59741123898262e-20,4.39868967534397e-18,"SOX4"
"ENSG00000141401",619.513260387525,2.1948541288514,0.237401358422972,9.24533095948378,2.34513816876151e-20,6.34234242248091e-18,"IMPA2"
"ENSG00000112837",2671.19815511368,-1.63666384776084,0.177536471160262,-9.21874720762827,3.00591541678221e-20,7.89286246204617e-18,"TBX18"
"ENSG00000157514",2226.72449000203,3.34428299139616,0.362793273804435,9.21815048092348,3.0226875060989e-20,7.89286246204617e-18,"TSC22D3"
"ENSG00000003402",3368.72335143759,1.16249955503505,0.126138593252599,9.2160497834876,3.08247089964621e-20,7.91254606358337e-18,"CFLAR"
"ENSG00000169715",553.702542171806,2.16215501121366,0.235809507582358,9.16907478999129,4.77096139490156e-20,1.18526028600509e-17,"MT1E"
"ENSG00000196975",4931.1015623731,1.12894747874517,0.12312645581422,9.16900816546354,4.77391069305451e-20,1.18526028600509e-17,"ANXA4"
"ENSG00000128923",1481.50742728071,1.05791517158098,0.116165926064403,9.10693184673158,8.47445945224962e-20,2.07009174845678e-17,"MINDY2"
"ENSG00000143320",1513.74032144022,-1.70763401445684,0.187609923694408,-9.10204524808799,8.8646489905565e-20,2.13103347558696e-17,"CRABP2"
"ENSG00000177283",147.951649785997,2.46517950404937,0.272279964772381,9.05384098352662,1.3802576626571e-19,3.26625035952216e-17,"FZD8"
"ENSG00000164484",814.401987519494,-1.18489006588307,0.130918925313873,-9.05056364496079,1.42232240644126e-19,3.31401120700815e-17,"TMEM200A"
"ENSG00000157613",2823.8992896954,-0.967540964706717,0.107831459010148,-8.97271513886925,2.89293536706787e-19,6.63841002033984e-17,"CREB3L1"
"ENSG00000072958",2239.04534337653,1.10184710954708,0.1232581643434,8.93934381885902,3.91488027206633e-19,8.84938234633501e-17,"AP1M1"
"ENSG00000019995",2150.37632011757,0.983999425741364,0.111190356553661,8.84968315814767,8.77681111545588e-19,1.9547765344644e-16,"ZRANB1"
"ENSG00000012048",241.117643587367,-1.40352608702584,0.158931252556153,-8.83102639948019,1.03719502678508e-18,2.27656792473333e-16,"BRCA1"
"ENSG00000154734",29872.9878556811,2.1878109117327,0.248554091316029,8.80215207944801,1.34217132774083e-18,2.90388353694783e-16,"ADAMTS1"
"ENSG00000185432",3844.86229573871,2.27103729603219,0.259682659987581,8.74543296861179,2.2216208664477e-18,4.73893634117611e-16,"METTL7A"
"ENSG00000159884",556.366128273062,1.06266416236693,0.12190318371058,8.71727981190289,2.84965276430494e-18,5.96718978529667e-16,"CCDC107"
"ENSG00000163513",13345.3548115132,1.47090204065346,0.168754417523181,8.71622836451918,2.87622881694723e-18,5.96718978529667e-16,"TGFBR2"
"ENSG00000139132",1181.85578266924,2.0568831551714,0.236523110351949,8.69633057044929,3.42788871528335e-18,7.01559116121167e-16,"FGD4"
"ENSG00000196136",739.309178654879,3.19630737315219,0.370162215456965,8.63488286940995,5.87872424533732e-18,1.18711038260845e-15,"SERPINA3"
"ENSG00000172986",767.40083663741,-1.64194400641182,0.190244861492759,-8.63068780690465,6.09841285364153e-18,1.21526924563686e-15,"GXYLT2"
"ENSG00000183160",2936.72405730511,-1.17321057936992,0.136047297762998,-8.6235492998451,6.49102122845956e-18,1.2767080065587e-15,"TMEM119"
"ENSG00000103485",876.983547374097,-1.1205077108505,0.130437759108467,-8.59036308588164,8.6694921641257e-18,1.68332639520107e-15,"QPRT"
"ENSG00000173838",68.6105850526452,3.42349524875832,0.399961441869393,8.55956322378761,1.13295922967232e-17,2.17198323207433e-15,"MARCHF10"
"ENSG00000169738",602.04981640171,1.96040508389583,0.230195753004864,8.51625218235198,1.6479976111915e-17,3.11986547768691e-15,"DCXR"
"ENSG00000197321",9110.11696451622,-0.699698403469682,0.0822622676510178,-8.50570283860909,1.8049874402409e-17,3.37488083733932e-15,"SVIL"
"ENSG00000146592",694.975972522806,-2.04981096173653,0.241228059735576,-8.49739853640349,1.93886848721907e-17,3.58099551694303e-15,"CREB5"
"ENSG00000099860",373.609719689536,1.41592448731237,0.167727769494258,8.44180120907672,3.12484473838633e-17,5.70190042926036e-15,"GADD45B"
"ENSG00000128311",323.623146252674,1.34158964932581,0.159039187888845,8.43559167482335,3.29531401781439e-17,5.94137271426178e-15,"TST"
"ENSG00000134253",144.951068185965,-1.98700586881465,0.235896425466005,-8.42321313215912,3.66297253103593e-17,6.52655517441636e-15,"TRIM45"
"ENSG00000253368",1051.87338068471,1.99298371877084,0.236805279087659,8.41612875544507,3.89129612029416e-17,6.85275345835525e-15,"TRNP1"
"ENSG00000134243",5569.87422804189,2.21273105769875,0.263689138298917,8.39143800906356,4.80231538918287e-17,8.35989270910053e-15,"SORT1"
"ENSG00000162616",1478.62500195149,1.36934255143838,0.163270395124826,8.38696170479328,4.98867417980878e-17,8.58562164240954e-15,"DNAJB4"
"ENSG00000150907",688.47665096279,2.30496449497799,0.276331093275714,8.34131428227723,7.34693439628771e-17,1.25021709473907e-14,"FOXO1"
"ENSG00000167549",2012.78985108593,2.38044040377324,0.2870817619462,8.29185521098809,1.11495601083906e-16,1.87622319823973e-14,"CORO6"
"ENSG00000137076",20054.8384767669,0.63811667510579,0.0770474914934491,8.28212136095365,1.21000185683578e-16,2.01378880459097e-14,"TLN1"
"ENSG00000132970",1317.16857123589,1.0814088528716,0.130749803102042,8.27082586141737,1.33034240276571e-16,2.19000387933551e-14,"WASF3"
"ENSG00000133142",3090.51775861329,1.47987220298215,0.179407703189699,8.24865474933031,1.60187489005288e-16,2.60864464622052e-14,"TCEAL4"
"ENSG00000148120",677.473392933758,1.23763820029972,0.150998128293635,8.19638106965786,2.4773214717717e-16,3.94937196736657e-14,"AOPEP"
"ENSG00000163491",152.333491281033,-2.07305069978622,0.252905502614991,-8.19693790111839,2.46587747879531e-16,3.94937196736657e-14,"NEK10"
"ENSG00000183722",3035.76768508864,0.70916354071618,0.0867837396163047,8.17161767690114,3.04281503487444e-16,4.80035767741389e-14,"LHFPL6"
"ENSG00000103064",1735.71982860339,1.37532684115792,0.168774358256737,8.14890872857468,3.67222972970961e-16,5.73359992334557e-14,"SLC7A6"
"ENSG00000179593",68.3800745222305,8.90550233836416,1.09726591125981,8.11608402938488,4.81467377221344e-16,7.44063615103801e-14,"ALOX15B"
"ENSG00000162704",2647.51641081926,0.896589289795761,0.11048887029458,8.11474755244868,4.86795719321887e-16,7.44699107992927e-14,"ARPC5"
"ENSG00000143891",522.025378125847,-1.133994926145,0.140331179970926,-8.08084793685867,6.4317971019437e-16,9.74095671089373e-14,"GALM"
"ENSG00000163110",1307.00957672327,1.48535578206041,0.184072232858208,8.06941796161397,7.06340757403144e-16,1.05916146246244e-13,"PDLIM5"
"ENSG00000102804",5382.05257204899,1.15093411525584,0.142673076434918,8.0669327669601,7.20862190028603e-16,1.07033900666502e-13,"TSC22D1"
"ENSG00000127824",250.256189339771,-1.69364211394639,0.210263711595768,-8.05484741562263,7.95780169704415e-16,1.17010589030809e-13,"TUBA4A"
"ENSG00000125503",2642.92992334253,0.679974938918692,0.0849071594697304,8.00845232799367,1.16160972712638e-15,1.6915941651278e-13,"PPP1R12C"
"ENSG00000138078",1711.69454421181,-0.721080999700487,0.0901433691256609,-7.99926835101195,1.2516067707783e-15,1.80529376604165e-13,"PREPL"
"ENSG00000101342",53.7031368272962,4.13426829787746,0.517096958752907,7.99515105996399,1.29415096532085e-15,1.84904871413059e-13,"TLDC2"
"ENSG00000112576",646.673183511032,1.08122192409513,0.135326425174156,7.98973240225381,1.3523196813644e-15,1.91410108170689e-13,"CCND3"
"ENSG00000104756",1773.42785790779,0.750040507858318,0.0939597626378144,7.98257133481159,1.43315931802413e-15,2.00974054365514e-13,"KCTD9"
"ENSG00000105516",103.555045793919,-1.63319493863664,0.205163923835172,-7.9604391849551,1.71429697940773e-15,2.38192915166331e-13,"DBP"
"ENSG00000198431",22550.132525209,1.47807413766709,0.186252917639284,7.93584420798003,2.09068311589458e-15,2.87849052638395e-13,"TXNRD1"
"ENSG00000118689",5353.974568445,1.27540191065423,0.160755595618175,7.93379481286332,2.12549156816548e-15,2.90005133332128e-13,"FOXO3"
"ENSG00000130066",4094.02815137334,1.31953750574813,0.16682433825383,7.90974218486274,2.57922476687461e-15,3.45684593755009e-13,"SAT1"
"ENSG00000149218",2046.64979798996,1.9736549008837,0.249489615622701,7.91076973667883,2.55802283796096e-15,3.45684593755009e-13,"ENDOD1"
"ENSG00000138316",788.996860846473,-2.41081346012216,0.305160858166558,-7.90013986265019,2.78590646722504e-15,3.7011011794845e-13,"ADAMTS14"
"ENSG00000161647",159.566408849098,1.74649289622714,0.222366718825927,7.85411101737004,4.0261754946703e-15,5.30229807537232e-13,"MPP3"
"ENSG00000162426",171.56402069617,1.4151048535808,0.180889059836917,7.82305383673619,5.15570419407059e-15,6.73130517406889e-13,"SLC45A1"
"ENSG00000179820",5333.81269432854,1.44810988974245,0.185970614539886,7.78676724452003,6.87454247391891e-15,8.8987133134617e-13,"MYADM"
"ENSG00000119139",5612.32457620331,1.99088279980597,0.256122999143165,7.77315120651514,7.65572624671256e-15,9.8259300005476e-13,"TJP2"
"ENSG00000136999",446.971397273606,-2.60283247893796,0.336901692789124,-7.7257922255889,1.11159816472684e-14,1.41471884073849e-12,"CCN3"
"ENSG00000146250",313.821137829102,-2.69619858020981,0.349702257256501,-7.70998334801194,1.25834155884974e-14,1.58813190906494e-12,"PRSS35"
"ENSG00000152332",3008.20914259827,0.671892541095949,0.0875283600994426,7.67628389624345,1.6376996530727e-14,2.04983150791621e-12,"UHMK1"
"ENSG00000112773",525.998125166656,-1.22092522100936,0.159136640042745,-7.6721817218298,1.6909515334395e-14,2.09913614540501e-12,"TENT5A"
"ENSG00000140545",9643.89243351852,1.18720743376358,0.155033369614486,7.65775417715392,1.8921261259259e-14,2.32977643716648e-12,"MFGE8"
"ENSG00000136478",3731.86033954668,1.50655966540362,0.197417204716182,7.63134939312676,2.32309125565245e-14,2.83735621506906e-12,"TEX2"
"ENSG00000049323",20410.0860039713,0.715134130588691,0.0939080762493506,7.61525695287189,2.63167403252045e-14,3.18853625780178e-12,"LTBP1"
"ENSG00000122966",304.385980392181,-1.63486679288358,0.21474550308594,-7.61304320411925,2.67716247221597e-14,3.21790679696118e-12,"CIT"
"ENSG00000132356",2379.48217418789,0.743611881973814,0.0977869207148335,7.60441045221516,2.86205559854601e-14,3.41305764094325e-12,"PRKAA1"
"ENSG00000077254",2760.44083059498,0.807688505323241,0.106934764510881,7.55309565619377,4.25032586231053e-14,5.02899884255414e-12,"USP33"
"ENSG00000168234",600.327691176793,0.857603477336556,0.113631032201855,7.54726469273907,4.44494630232332e-14,5.21850478671989e-12,"TTC39C"
"ENSG00000113456",1042.060350359,0.795063850578018,0.105761141702498,7.51754224452782,5.58155268831516e-14,6.50250888188716e-12,"RAD1"
"ENSG00000157110",3434.9371292854,0.814964683832846,0.108488303169173,7.5120050735978,5.82285316507391e-14,6.73184054847667e-12,"RBPMS"
"ENSG00000126016",404.398400122558,-2.49800447518342,0.332762581702136,-7.50686709547002,6.05591536359664e-14,6.94824531679327e-12,"AMOT"
"ENSG00000170214",201.751000183794,3.67679744670329,0.492201678725819,7.4701034263466,8.01318134631677e-14,9.12478432255394e-12,"ADRA1B"
"ENSG00000169744",723.01402678599,-1.3306063198287,0.178688758384858,-7.44650268912192,9.58470839000169e-14,1.08328663109385e-11,"LDB2"
"ENSG00000131871",812.424686783872,0.674896532254087,0.0908399391660558,7.42951325650245,1.08998023977084e-13,1.22279635046885e-11,"SELENOS"
"ENSG00000147119",456.95140071251,1.57288246107378,0.21188445553297,7.42330274827091,1.14235248113603e-13,1.27212708285332e-11,"CHST7"
"ENSG00000148848",1381.85270141484,-1.86991339752051,0.252168411932572,-7.4153355814467,1.21317225893776e-13,1.34113093880383e-11,"ADAM12"
"ENSG00000020577",3148.94122875977,1.21223080969019,0.16418317355127,7.38340466607953,1.54292157838071e-13,1.69330052931709e-11,"SAMD4A"
"ENSG00000196932",76.8390518792512,-2.00129569725283,0.271159114831327,-7.3805215749348,1.57670623183799e-13,1.71792920008534e-11,"TMEM26"
"ENSG00000138074",455.640505436127,1.16383943393809,0.158023204369341,7.36499072134938,1.77159189449579e-13,1.91648280300991e-11,"SLC5A6"
"ENSG00000146006",70.6309989496603,-4.00376980685569,0.54420083206969,-7.3571548790704,1.87871330900456e-13,2.00521329254788e-11,"LRRTM2"
"ENSG00000174306",3453.200286637,1.10706655401922,0.150476826735713,7.35705675109424,1.88009433834136e-13,2.00521329254788e-11,"ZHX3"
"ENSG00000042286",599.809958530685,0.713436856873311,0.0972722905318328,7.33443052458846,2.22666237980926e-13,2.35823788407071e-11,"AIFM2"
"ENSG00000164105",538.355706819132,1.20854607877694,0.165294001497339,7.31149387049231,2.64188578949383e-13,2.77856668624195e-11,"SAP30"
"ENSG00000067369",2102.96945349668,-0.714245582176019,0.0977927403935588,-7.30366670676777,2.80029537468024e-13,2.92486023789878e-11,"TP53BP1"
"ENSG00000116132",5567.24077353662,-0.758688039051633,0.104333653958303,-7.2717479956644,3.54865155860696e-13,3.6811183462399e-11,"PRRX1"
"ENSG00000277443",5819.2400512788,-1.23013088276686,0.169725664988199,-7.2477599828664,4.2372060203e-13,4.36547518213902e-11,"MARCKS"
"ENSG00000087448",1029.52932093845,1.03300403983251,0.142733879182054,7.23727292883936,4.57796310722211e-13,4.68467913911344e-11,"KLHL42"
"ENSG00000114270",1600.16543561964,1.2874459682562,0.178159966762031,7.22634827371655,4.96154373096532e-13,5.04312616144093e-11,"COL7A1"
"ENSG00000134318",4532.90173037411,0.78246659872491,0.108332526380309,7.22282240495347,5.09194958941572e-13,5.14117176878007e-11,"ROCK2"
"ENSG00000108960",1740.19798309104,1.65434301802866,0.230185964266464,7.18698476382158,6.6237798817592e-13,6.64351962312868e-11,"MMD"
"ENSG00000165802",1607.02123231607,0.973405918892456,0.136308985442886,7.14117206382052,9.25384254828965e-13,9.22035824959518e-11,"NSMF"
"ENSG00000233608",4677.10119351861,0.731218153610124,0.1026777424588,7.12148646921728,1.06769218120835e-12,1.05687569179088e-10,"TWIST2"
"ENSG00000155962",399.773301149283,-1.12228485028667,0.157733669463354,-7.11506207967479,1.1186247444891e-12,1.10010206203165e-10,"CLIC2"
"ENSG00000172465",451.847687171403,1.01171938223937,0.142957783678422,7.07704999480959,1.47255420475149e-12,1.43882796328783e-10,"TCEAL1"
"ENSG00000170365",440.56751018244,-1.01000994963477,0.142872290756836,-7.06932004998631,1.55694685979746e-12,1.51153590972003e-10,"SMAD1"
"ENSG00000188215",583.091058388238,0.683820804087462,0.0967728781839108,7.06624435400075,1.59183014023548e-12,1.53555843782589e-10,"DCUN1D3"
"ENSG00000143344",1081.29606808733,-1.0661676808614,0.151274800241602,-7.04788688637247,1.81655207172602e-12,1.74124564090446e-10,"RGL1"
"ENSG00000125848",184.725551712782,-2.47079493977772,0.351171915611486,-7.03585574454436,1.98041748097236e-12,1.88637878926581e-10,"FLRT3"
"ENSG00000183508",90.3052529349409,-2.50681060800178,0.356655033778201,-7.02867020113539,2.0851116984574e-12,1.97368854207109e-10,"TENT5C"
"ENSG00000171793",696.230481492342,1.63272249258277,0.232541395145377,7.02121225153074,2.19951417432981e-12,2.0690460975295e-10,"CTPS1"
"ENSG00000099204",852.738214777329,1.43267727152177,0.204554925641996,7.00387569267917,2.48977038411744e-12,2.32762793009004e-10,"ABLIM1"
"ENSG00000084090",3687.6065632505,1.22208526658252,0.174603917518809,6.99918583700089,2.574541854858e-12,2.37903192905684e-10,"STARD7"
"ENSG00000157152",39.3407229279849,2.76160945453037,0.394566527084695,6.99909714829302,2.57617191393412e-12,2.37903192905684e-10,"SYN2"
"ENSG00000108604",2187.2675915473,1.29453188706492,0.185088659505112,6.99411779482453,2.66933218019038e-12,2.43536360656526e-10,"SMARCD2"
"ENSG00000185813",542.652954959198,1.06734922493708,0.152594190862673,6.99469107508585,2.6584404571133e-12,2.43536360656526e-10,"PCYT2"
"ENSG00000177674",764.474981069582,1.13597825095822,0.162673874699952,6.98316341854835,2.8860636723903e-12,2.61733139630845e-10,"AGTRAP"
"ENSG00000093167",2143.3476076315,0.693337777388513,0.099465251820919,6.97065321502252,3.15472737201375e-12,2.84394916959215e-10,"LRRFIP2"
"ENSG00000173517",8182.69575723465,1.01731426979545,0.145966686550508,6.96949621750466,3.18077925228682e-12,2.85046756070319e-10,"PEAK1"
"ENSG00000108830",207.111531735843,-2.14987074785191,0.308770952079083,-6.96267162884312,3.33879448685448e-12,2.97447308843595e-10,"RND2"
"ENSG00000182197",5315.48796069254,-0.800350765041789,0.114984488123843,-6.96051074454304,3.39041301127993e-12,3.00279561730027e-10,"EXT1"
"ENSG00000143878",3361.81675955872,1.21447719176991,0.17461899554477,6.95501189879731,3.52532280972419e-12,3.10412871821354e-10,"RHOB"
"ENSG00000173221",1867.42208938398,1.05618680820956,0.152023244110963,6.94753499299512,3.71723880834102e-12,3.25419547701299e-10,"GLRX"
"ENSG00000071282",4091.27993782563,1.59568941057794,0.229955715110409,6.93911612421462,3.94560712365306e-12,3.43426551078883e-10,"LMCD1"
"ENSG00000145685",2024.86056126334,-1.17063317918226,0.168800148168527,-6.93502459496372,4.06150493262504e-12,3.51494241169178e-10,"LHFPL2"
"ENSG00000105835",2566.88138382778,0.982053496884189,0.141918101802627,6.91986071128532,4.52087934596127e-12,3.8902680508286e-10,"NAMPT"
"ENSG00000136997",749.941478614152,0.863799472330467,0.125458617051639,6.88513465739006,5.77328976419912e-12,4.93991375586416e-10,"MYC"
"ENSG00000137801",94530.9109438694,1.86692408636285,0.27156143744749,6.87477612399899,6.20872865898384e-12,5.28265143484889e-10,"THBS1"
"ENSG00000137767",2380.7661405682,1.01730785200271,0.148302413153043,6.8596850878811,6.9012510444649e-12,5.83907525521905e-10,"SQOR"
"ENSG00000163083",425.114876638656,3.66803108715373,0.535242653209464,6.85302463314386,7.23046293260221e-12,6.06635420103671e-10,"INHBB"
"ENSG00000205208",599.124719980782,-1.36453436454522,0.199125380590597,-6.85263907844434,7.24998422177382e-12,6.06635420103671e-10,"C4orf46"
"ENSG00000165996",290.653293553978,1.06197882390881,0.155553472128792,6.82709816357897,8.6649408326693e-12,7.21046862147124e-10,"HACD1"
"ENSG00000196569",18064.3664300771,2.06365207277711,0.302361837921448,6.82510758289951,8.78594481634677e-12,7.27120952150666e-10,"LAMA2"
"ENSG00000114098",986.026224073992,1.03515640986318,0.151767289519956,6.82068193441027,9.06093552570034e-12,7.45803633351802e-10,"ARMC8"
"ENSG00000103381",788.647566819423,0.976225513029142,0.14320659651822,6.8169032486219,9.30238660958572e-12,7.61538622714463e-10,"CPPED1"
"ENSG00000100242",3905.31285956984,1.70211462072684,0.251983428251131,6.75486730433113,1.42966041090217e-11,1.16409714640394e-09,"SUN2"
"ENSG00000159840",9428.64662486811,0.712835990761637,0.105583743792109,6.75138013826438,1.46445342645054e-11,1.18605064939002e-09,"ZYX"
"ENSG00000114853",2770.85195738263,0.732052562919841,0.108582951580818,6.74187386014254,1.56356802974837e-11,1.25958711758187e-09,"ZBTB47"
"ENSG00000068831",92.8018949080218,1.7361954857631,0.257666666785069,6.73814547851987,1.60420911429431e-11,1.28548926116335e-09,"RASGRP2"
"ENSG00000189184",6553.75163027371,-0.900224374975601,0.13392729090481,-6.72173960134418,1.79567653680829e-11,1.43134321841903e-09,"PCDH18"
"ENSG00000136877",1049.71923068896,0.685115183460217,0.102094312587188,6.71061067064958,1.93811586365989e-11,1.53679396623712e-09,"FPGS"
"ENSG00000106615",2235.48854826141,0.999193924015009,0.149048434126834,6.70382033778855,2.03039879774431e-11,1.60158280165821e-09,"RHEB"
"ENSG00000163661",9918.01910954255,2.23542097376161,0.333562807646337,6.7016493521416,2.06080076672313e-11,1.61714132704776e-09,"PTX3"
